timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1510917494090,1000,2,200,OK,线程组 1-8,text,true,,114,0,20,20,4,0,5
1510917494142,1000,2,200,OK,线程组 1-9,text,true,,114,0,20,20,25,0,1
1510917494190,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,15,0,2
1510917494241,999,2,200,OK,线程组 1-11,text,true,,114,0,20,20,37,0,2
1510917494291,1000,2,200,OK,线程组 1-12,text,true,,114,0,20,20,10,0,5
1510917494341,1000,2,200,OK,线程组 1-13,text,true,,114,0,20,20,2,0,3
1510917494392,999,2,200,OK,线程组 1-14,text,true,,114,0,20,20,43,0,4
1510917494441,1000,2,200,OK,线程组 1-15,text,true,,114,0,20,20,3,0,2
1510917494492,1000,2,200,OK,线程组 1-16,text,true,,114,0,20,20,1,0,3
1510917494543,1000,2,200,OK,线程组 1-17,text,true,,114,0,20,20,31,0,3
1510917494589,1000,2,200,OK,线程组 1-18,text,true,,114,0,20,20,13,0,1
1510917494641,1000,2,200,OK,线程组 1-19,text,true,,114,0,20,20,46,0,2
1510917494693,1000,2,200,OK,线程组 1-20,text,true,,114,0,20,20,45,0,5
1510917494745,999,2,200,OK,线程组 1-1,text,true,,114,0,20,20,44,0,2
1510917494785,1000,2,200,OK,线程组 1-2,text,true,,114,0,20,20,25,0,5
1510917494844,999,2,200,OK,线程组 1-3,text,true,,114,0,20,20,40,0,3
1510917494890,999,2,200,OK,线程组 1-4,text,true,,114,0,20,20,35,0,2
1510917494941,999,2,200,OK,线程组 1-5,text,true,,114,0,20,20,38,0,1
1510917494987,999,2,200,OK,线程组 1-6,text,true,,114,0,20,20,38,0,4
1510917495046,1008,2,200,OK,线程组 1-7,text,true,,114,0,20,20,14,0,1
1510917495091,1000,2,200,OK,线程组 1-8,text,true,,114,0,20,20,43,0,1
1510917495143,999,2,200,OK,线程组 1-9,text,true,,114,0,20,20,43,0,2
1510917495191,999,2,200,OK,线程组 1-10,text,true,,114,0,20,20,32,0,5
1510917495240,1000,2,200,OK,线程组 1-11,text,true,,114,0,20,20,45,0,2
1510917495292,999,2,200,OK,线程组 1-12,text,true,,114,0,20,20,6,0,3
1510917495342,999,2,200,OK,线程组 1-13,text,true,,114,0,20,20,26,0,5
1510917495392,999,2,200,OK,线程组 1-14,text,true,,114,0,20,20,31,0,3
1510917495442,999,2,200,OK,线程组 1-15,text,true,,114,0,20,20,10,0,2
1510917495493,999,2,200,OK,线程组 1-16,text,true,,114,0,20,20,42,0,4
1510917495544,999,2,200,OK,线程组 1-17,text,true,,114,0,20,20,19,0,4
1510917495590,999,2,200,OK,线程组 1-18,text,true,,114,0,20,20,43,0,3
1510917495643,1000,2,200,OK,线程组 1-19,text,true,,114,0,20,20,30,0,1
1510917495694,1000,2,200,OK,线程组 1-20,text,true,,114,0,20,20,31,0,4
1510917495745,999,2,200,OK,线程组 1-1,text,true,,114,0,20,20,8,0,4
1510917495787,999,2,200,OK,线程组 1-2,text,true,,114,0,20,20,24,0,4
1510917495845,999,2,200,OK,线程组 1-3,text,true,,114,0,20,20,49,0,4
1510917495891,1000,2,200,OK,线程组 1-4,text,true,,114,0,20,20,24,0,5
1510917495942,999,2,200,OK,线程组 1-5,text,true,,114,0,20,20,37,0,2
1510917495988,1000,2,200,OK,线程组 1-6,text,true,,114,0,20,20,39,0,4
1510917496056,1000,2,200,OK,线程组 1-7,text,true,,114,0,20,20,47,0,1
1510917496092,1000,2,200,OK,线程组 1-8,text,true,,114,0,20,20,24,0,3
1510917496143,1000,2,200,OK,线程组 1-9,text,true,,114,0,20,20,29,0,1
1510917496191,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,29,0,5
1510917496241,999,2,200,OK,线程组 1-11,text,true,,114,0,20,20,11,0,3
1510917496293,999,2,200,OK,线程组 1-12,text,true,,114,0,20,20,36,0,5
1510917496344,1000,2,200,OK,线程组 1-13,text,true,,114,0,20,20,24,0,4
1510917496392,999,2,200,OK,线程组 1-14,text,true,,114,0,20,20,42,0,3
1510917496442,999,2,200,OK,线程组 1-15,text,true,,114,0,20,20,25,0,2
1510917496493,999,2,200,OK,线程组 1-16,text,true,,114,0,20,20,43,0,4
1510917496545,999,2,200,OK,线程组 1-17,text,true,,114,0,20,20,49,0,3
1510917496591,999,2,200,OK,线程组 1-18,text,true,,114,0,20,20,41,0,2
1510917496644,1000,2,200,OK,线程组 1-19,text,true,,114,0,20,20,43,0,1
1510917496695,1000,2,200,OK,线程组 1-20,text,true,,114,0,20,20,11,0,1
1510917496746,999,2,200,OK,线程组 1-1,text,true,,114,0,20,20,47,0,2
1510917496787,1000,2,200,OK,线程组 1-2,text,true,,114,0,20,20,38,0,1
1510917496845,1000,2,200,OK,线程组 1-3,text,true,,114,0,20,20,8,0,4
1510917496892,1000,2,200,OK,线程组 1-4,text,true,,114,0,20,20,43,0,3
1510917496942,1000,2,200,OK,线程组 1-5,text,true,,114,0,20,20,39,0,2
1510917496989,1000,2,200,OK,线程组 1-6,text,true,,114,0,20,20,35,0,3
1510917497057,999,2,200,OK,线程组 1-7,text,true,,114,0,20,20,48,0,2
1510917497093,999,2,200,OK,线程组 1-8,text,true,,114,0,20,20,46,0,2
1510917497144,999,2,200,OK,线程组 1-9,text,true,,114,0,20,20,22,0,5
1510917497191,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,42,0,3
1510917497241,999,2,200,OK,线程组 1-11,text,true,,114,0,20,20,23,0,4
1510917497292,1000,2,200,OK,线程组 1-12,text,true,,114,0,20,20,47,0,1
1510917497345,999,2,200,OK,线程组 1-13,text,true,,114,0,20,20,26,0,5
1510917497391,1000,2,200,OK,线程组 1-14,text,true,,114,0,20,20,37,0,3
1510917497442,999,2,200,OK,线程组 1-15,text,true,,114,0,20,20,35,0,3
1510917497493,999,2,200,OK,线程组 1-16,text,true,,114,0,20,20,27,0,4
1510917497545,999,2,200,OK,线程组 1-17,text,true,,114,0,20,20,50,0,2
1510917497590,1000,2,200,OK,线程组 1-18,text,true,,114,0,20,20,10,0,5
1510917497645,999,2,200,OK,线程组 1-19,text,true,,114,0,20,20,20,0,1
1510917497696,999,2,200,OK,线程组 1-20,text,true,,114,0,20,20,50,0,1
1510917497746,999,2,200,OK,线程组 1-1,text,true,,114,0,20,20,11,0,1
1510917497788,1000,2,200,OK,线程组 1-2,text,true,,114,0,20,20,4,0,2
1510917497846,1000,2,200,OK,线程组 1-3,text,true,,114,0,20,20,4,0,2
1510917497893,1000,2,200,OK,线程组 1-4,text,true,,114,0,20,20,46,0,1
1510917497943,999,2,200,OK,线程组 1-5,text,true,,114,0,20,20,35,0,4
1510917497989,1000,2,200,OK,线程组 1-6,text,true,,114,0,20,20,21,0,1
1510917498056,1000,2,200,OK,线程组 1-7,text,true,,114,0,20,20,35,0,3
1510917498094,999,2,200,OK,线程组 1-8,text,true,,114,0,20,20,50,0,2
1510917498144,999,2,200,OK,线程组 1-9,text,true,,114,0,20,20,5,0,4
1510917498192,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,17,0,5
1510917498241,1000,2,200,OK,线程组 1-11,text,true,,114,0,20,20,14,0,4
1510917498293,999,2,200,OK,线程组 1-12,text,true,,114,0,20,20,4,0,4
1510917498345,1000,2,200,OK,线程组 1-13,text,true,,114,0,20,20,41,0,4
1510917498392,1000,2,200,OK,线程组 1-14,text,true,,114,0,20,20,5,0,1
1510917498442,999,2,200,OK,线程组 1-15,text,true,,114,0,20,20,43,0,1
1510917498493,1000,2,200,OK,线程组 1-16,text,true,,114,0,20,20,24,0,1
1510917498545,1000,2,200,OK,线程组 1-17,text,true,,114,0,20,20,9,0,4
1510917498591,1000,2,200,OK,线程组 1-18,text,true,,114,0,20,20,9,0,5
1510917498645,999,2,200,OK,线程组 1-19,text,true,,114,0,20,20,30,0,2
1510917498695,1000,2,200,OK,线程组 1-20,text,true,,114,0,20,20,6,0,3
1510917498746,999,2,200,OK,线程组 1-1,text,true,,114,0,20,20,14,0,4
1510917498789,999,2,200,OK,线程组 1-2,text,true,,114,0,20,20,41,0,2
1510917498847,999,2,200,OK,线程组 1-3,text,true,,114,0,20,20,31,0,2
1510917498894,999,2,200,OK,线程组 1-4,text,true,,114,0,20,20,23,0,4
1510917498944,999,2,200,OK,线程组 1-5,text,true,,114,0,20,20,8,0,1
1510917498991,999,2,200,OK,线程组 1-6,text,true,,114,0,20,20,34,0,5
1510917499056,1000,2,200,OK,线程组 1-7,text,true,,114,0,20,20,20,0,3
1510917499094,999,2,200,OK,线程组 1-8,text,true,,114,0,20,20,28,0,4
1510917499144,999,2,200,OK,线程组 1-9,text,true,,114,0,20,20,34,0,1
1510917499192,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,10,0,1
1510917499242,999,2,200,OK,线程组 1-11,text,true,,114,0,20,20,47,0,1
1510917499293,999,2,200,OK,线程组 1-12,text,true,,114,0,20,20,13,0,5
1510917499345,1000,2,200,OK,线程组 1-13,text,true,,114,0,20,20,29,0,2
1510917499392,1000,2,200,OK,线程组 1-14,text,true,,114,0,20,20,29,0,1
1510917499441,1000,2,200,OK,线程组 1-15,text,true,,114,0,20,20,20,0,3
1510917499494,999,2,200,OK,线程组 1-16,text,true,,114,0,20,20,43,0,1
1510917499545,1000,2,200,OK,线程组 1-17,text,true,,114,0,20,20,38,0,2
1510917499591,1000,2,200,OK,线程组 1-18,text,true,,114,0,20,20,24,0,2
1510917499645,1010,2,200,OK,线程组 1-19,text,true,,114,0,20,20,34,0,3
1510917499695,1000,2,200,OK,线程组 1-20,text,true,,114,0,20,20,24,0,4
1510917499745,1000,2,200,OK,线程组 1-1,text,true,,114,0,20,20,26,0,5
1510917499788,1000,2,200,OK,线程组 1-2,text,true,,114,0,19,19,5,0,3
1510917499847,1000,2,200,OK,线程组 1-3,text,true,,114,0,18,18,39,0,5
1510917499894,1046,2,200,OK,线程组 1-4,text,true,,114,0,17,17,4,0,4
1510917499944,1013,2,200,OK,线程组 1-5,text,true,,114,0,16,16,31,0,3
1510917499991,1000,2,200,OK,线程组 1-6,text,true,,114,0,15,15,32,0,2
1510917500057,999,2,200,OK,线程组 1-7,text,true,,114,0,14,14,37,0,3
1510917500094,1000,2,200,OK,线程组 1-8,text,true,,114,0,13,13,49,0,3
1510917500144,999,2,200,OK,线程组 1-9,text,true,,114,0,12,12,50,0,2
1510917500193,999,2,200,OK,线程组 1-10,text,true,,114,0,11,11,16,0,2
1510917500242,1000,2,200,OK,线程组 1-11,text,true,,114,0,10,10,37,0,2
1510917500293,999,2,200,OK,线程组 1-12,text,true,,114,0,9,9,39,0,3
1510917500346,999,2,200,OK,线程组 1-13,text,true,,114,0,8,8,24,0,2
1510917500393,1000,2,200,OK,线程组 1-14,text,true,,114,0,7,7,13,0,4
1510917500442,999,2,200,OK,线程组 1-15,text,true,,114,0,6,6,32,0,2
1510917500494,999,2,200,OK,线程组 1-16,text,true,,114,0,5,5,46,0,2
1510917500545,1000,2,200,OK,线程组 1-17,text,true,,114,0,4,4,26,0,2
1510917500591,1000,2,200,OK,线程组 1-18,text,true,,114,0,3,3,32,0,2
1510917500656,999,2,200,OK,线程组 1-19,text,true,,114,0,2,2,1,0,5
1510917500696,999,2,200,OK,线程组 1-20,text,true,,114,0,1,1,17,0,4
